Submission id,Participant id,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Trading platforms,Types of investment,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,SexCat,Country of residenceCat,Ethnicity simplifiedCat,stage_key,phaseName,phase,wealth,gain,phaseReturn,wealthALL,gainAll,returnAll,tradeLeader,plotclicks,rankingClicks,pathseries,path_x,nameTreatment,followersTreatment,StartDate,EndDate,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,Consent Form,RiskFalk,CRRA Question,ComprCopyName,ComprCopyRandom,ComprRiskName,ComprRiskRandom,ColourAtt,ColourAtt_10_TEXT,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q5,Q7,Q8,Q9,Q10,Q11,Q2,Q3,Q4,InvestmentExp,CopyTradExp,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,SESSION_ID,comprCount,FinalGain,Endowment,Payout,SURVEY_ID,nameList,conversionFactor,CRRA,Participation,Lottery,WinningRound,inertiaTreatment,PriceLink,InstructionsLink,STUDY_ID,ComprLink,TLrank,copiedRank,copiedCRRA,overwrittenLottery,CRRA_rank,copiedCRRA_rank,CRRAchange,returnAll_bot,return_bot,wealth_bot,path_y,returnAllv2,rank,overallRank,RiskFalk_cat,Falkchange,copiedCRRA_change,botChangeSum,botChangeSumToPhase
680fb1ccd34893bb9a111a17,5d8e154af2858200171fdb95,2025-04-28T16:50:24.078000Z,2025-04-28T16:58:47.955000Z,2025-04-29T13:58:50.461000Z,2025-04-28T16:58:49.535616Z,504,CGX67X8D,3307,"AJ Bell Youinvest, Hargreaves Lansdown","ETF or ETC, Government Bonds, Stock Market, Options, Private Equity fund, Crowdfunding",39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,1,0,1,1.0,regular,0,1970.0,-530.0,-21.2,1970.0,-530.0,0.0,CRRA_-1.5,[],[],2,path12,0.0,0.0,2025-04-28 10:50:28,2025-04-28 10:58:45,497,1,2025-04-28 10:58:51,R_8m2n707KhaKqNAa,EN,1,8,3,,2,,2,6,,18.985,19.376,23.853,2,overall returns over time,Depending on how reliable their trades were over time,It was fun and easy to understand,5,none,Thank you,39,2,7,2,2,1.126,8.926,9.501,8,680fb1ccd34893bb9a111a17,1,775,2500,3275,,"[""Trader D"",""Trader E"",""Trader A"",""Trader B"",""Trader C""]",0.001,1.0,1.50,200,10,1,False,False,67bdd0717e54c71581a37057,False,rank_1,1.0,-1.5,1.0,3.0,1.0,-2.0,10.4,10.4,5260.0,path13,10.4,1,1,3,-2.0,1,4,0
680fb1ccd34893bb9a111a17,5d8e154af2858200171fdb95,2025-04-28T16:50:24.078000Z,2025-04-28T16:58:47.955000Z,2025-04-29T13:58:50.461000Z,2025-04-28T16:58:49.535616Z,504,CGX67X8D,3307,"AJ Bell Youinvest, Hargreaves Lansdown","ETF or ETC, Government Bonds, Stock Market, Options, Private Equity fund, Crowdfunding",39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,1,0,1,2.0,regular,1,2430.0,-70.0,-2.8,4400.0,-600.0,0.0,CRRA_6,[],[],2,path13,0.0,0.0,2025-04-28 10:50:28,2025-04-28 10:58:45,497,1,2025-04-28 10:58:51,R_8m2n707KhaKqNAa,EN,1,8,3,,2,,2,6,,18.985,19.376,23.853,2,overall returns over time,Depending on how reliable their trades were over time,It was fun and easy to understand,5,none,Thank you,39,2,7,2,2,1.126,8.926,9.501,8,680fb1ccd34893bb9a111a17,1,775,2500,3275,,"[""Trader D"",""Trader E"",""Trader A"",""Trader B"",""Trader C""]",0.001,1.0,1.50,200,10,1,False,False,67bdd0717e54c71581a37057,False,rank_1,1.0,6.0,0.0,3.0,5.0,2.0,-1.8,-1.8,4955.0,path14,-1.8,1,1,3,2.0,1,4,1
680fb1ccd34893bb9a111a17,5d8e154af2858200171fdb95,2025-04-28T16:50:24.078000Z,2025-04-28T16:58:47.955000Z,2025-04-29T13:58:50.461000Z,2025-04-28T16:58:49.535616Z,504,CGX67X8D,3307,"AJ Bell Youinvest, Hargreaves Lansdown","ETF or ETC, Government Bonds, Stock Market, Options, Private Equity fund, Crowdfunding",39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,1,0,1,3.0,regular,2,2470.0,-30.0,-1.2,6870.0,-630.0,0.0,CRRA_6,[],[],2,path14,0.0,0.0,2025-04-28 10:50:28,2025-04-28 10:58:45,497,1,2025-04-28 10:58:51,R_8m2n707KhaKqNAa,EN,1,8,3,,2,,2,6,,18.985,19.376,23.853,2,overall returns over time,Depending on how reliable their trades were over time,It was fun and easy to understand,5,none,Thank you,39,2,7,2,2,1.126,8.926,9.501,8,680fb1ccd34893bb9a111a17,1,775,2500,3275,,"[""Trader D"",""Trader E"",""Trader A"",""Trader B"",""Trader C""]",0.001,1.0,1.50,200,10,1,False,False,67bdd0717e54c71581a37057,False,rank_1,1.0,6.0,0.0,3.0,5.0,2.0,-2.3,-2.8,7385.0,path15,-2.3,1,1,3,2.0,0,4,1
680fb1ccd34893bb9a111a17,5d8e154af2858200171fdb95,2025-04-28T16:50:24.078000Z,2025-04-28T16:58:47.955000Z,2025-04-29T13:58:50.461000Z,2025-04-28T16:58:49.535616Z,504,CGX67X8D,3307,"AJ Bell Youinvest, Hargreaves Lansdown","ETF or ETC, Government Bonds, Stock Market, Options, Private Equity fund, Crowdfunding",39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,1,0,1,4.0,regular,3,1900.0,-600.0,-24.0,8770.0,-1230.0,0.0,CRRA_-1.5,[],[],2,path15,0.0,0.0,2025-04-28 10:50:28,2025-04-28 10:58:45,497,1,2025-04-28 10:58:51,R_8m2n707KhaKqNAa,EN,1,8,3,,2,,2,6,,18.985,19.376,23.853,2,overall returns over time,Depending on how reliable their trades were over time,It was fun and easy to understand,5,none,Thank you,39,2,7,2,2,1.126,8.926,9.501,8,680fb1ccd34893bb9a111a17,1,775,2500,3275,,"[""Trader D"",""Trader E"",""Trader A"",""Trader B"",""Trader C""]",0.001,1.0,1.50,200,10,1,False,False,67bdd0717e54c71581a37057,False,rank_1,1.0,-1.5,1.0,3.0,1.0,-2.0,-7.93,13.2,9405.0,path16,-7.93,1,4,3,-2.0,1,4,2
680fb1ccd34893bb9a111a17,5d8e154af2858200171fdb95,2025-04-28T16:50:24.078000Z,2025-04-28T16:58:47.955000Z,2025-04-29T13:58:50.461000Z,2025-04-28T16:58:49.535616Z,504,CGX67X8D,3307,"AJ Bell Youinvest, Hargreaves Lansdown","ETF or ETC, Government Bonds, Stock Market, Options, Private Equity fund, Crowdfunding",39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,1,0,1,5.0,regular,4,2295.0,-205.0,-8.2,11065.0,-1435.0,0.0,CRRA_-1.5,[],[],2,path16,0.0,0.0,2025-04-28 10:50:28,2025-04-28 10:58:45,497,1,2025-04-28 10:58:51,R_8m2n707KhaKqNAa,EN,1,8,3,,2,,2,6,,18.985,19.376,23.853,2,overall returns over time,Depending on how reliable their trades were over time,It was fun and easy to understand,5,none,Thank you,39,2,7,2,2,1.126,8.926,9.501,8,680fb1ccd34893bb9a111a17,1,775,2500,3275,,"[""Trader D"",""Trader E"",""Trader A"",""Trader B"",""Trader C""]",0.001,1.0,1.50,200,10,1,False,False,67bdd0717e54c71581a37057,False,rank_5,5.0,-1.5,1.0,3.0,1.0,-2.0,-11.95,-24.0,11305.0,path17,-11.95,5,5,3,-2.0,0,4,2
680fb1ccd34893bb9a111a17,5d8e154af2858200171fdb95,2025-04-28T16:50:24.078000Z,2025-04-28T16:58:47.955000Z,2025-04-29T13:58:50.461000Z,2025-04-28T16:58:49.535616Z,504,CGX67X8D,3307,"AJ Bell Youinvest, Hargreaves Lansdown","ETF or ETC, Government Bonds, Stock Market, Options, Private Equity fund, Crowdfunding",39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,1,0,1,6.0,regular,5,2390.0,-110.0,-4.4,13455.0,-1545.0,0.0,CRRA_6,[],[],2,path17,0.0,0.0,2025-04-28 10:50:28,2025-04-28 10:58:45,497,1,2025-04-28 10:58:51,R_8m2n707KhaKqNAa,EN,1,8,3,,2,,2,6,,18.985,19.376,23.853,2,overall returns over time,Depending on how reliable their trades were over time,It was fun and easy to understand,5,none,Thank you,39,2,7,2,2,1.126,8.926,9.501,8,680fb1ccd34893bb9a111a17,1,775,2500,3275,,"[""Trader D"",""Trader E"",""Trader A"",""Trader B"",""Trader C""]",0.001,1.0,1.50,200,10,1,False,False,67bdd0717e54c71581a37057,False,rank_1,1.0,6.0,0.0,3.0,5.0,2.0,-2.48,-3.6,14690.0,path18,-2.48,1,1,3,2.0,1,4,3
680fb1ccd34893bb9a111a17,5d8e154af2858200171fdb95,2025-04-28T16:50:24.078000Z,2025-04-28T16:58:47.955000Z,2025-04-29T13:58:50.461000Z,2025-04-28T16:58:49.535616Z,504,CGX67X8D,3307,"AJ Bell Youinvest, Hargreaves Lansdown","ETF or ETC, Government Bonds, Stock Market, Options, Private Equity fund, Crowdfunding",39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,1,0,1,7.0,regular,6,2545.0,45.0,1.8,16000.0,-1500.0,0.0,CRRA_6,[],[],2,path18,0.0,0.0,2025-04-28 10:50:28,2025-04-28 10:58:45,497,1,2025-04-28 10:58:51,R_8m2n707KhaKqNAa,EN,1,8,3,,2,,2,6,,18.985,19.376,23.853,2,overall returns over time,Depending on how reliable their trades were over time,It was fun and easy to understand,5,none,Thank you,39,2,7,2,2,1.126,8.926,9.501,8,680fb1ccd34893bb9a111a17,1,775,2500,3275,,"[""Trader D"",""Trader E"",""Trader A"",""Trader B"",""Trader C""]",0.001,1.0,1.50,200,10,1,False,False,67bdd0717e54c71581a37057,False,rank_1,1.0,6.0,0.0,3.0,5.0,2.0,-2.8,-4.4,17080.0,path19,-2.8,1,1,3,2.0,0,4,3
680fb1ccd34893bb9a111a17,5d8e154af2858200171fdb95,2025-04-28T16:50:24.078000Z,2025-04-28T16:58:47.955000Z,2025-04-29T13:58:50.461000Z,2025-04-28T16:58:49.535616Z,504,CGX67X8D,3307,"AJ Bell Youinvest, Hargreaves Lansdown","ETF or ETC, Government Bonds, Stock Market, Options, Private Equity fund, Crowdfunding",39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,1,0,1,8.0,regular,7,2710.0,210.0,8.4,18710.0,-1290.0,0.0,CRRA_6,[],[],2,path19,0.0,0.0,2025-04-28 10:50:28,2025-04-28 10:58:45,497,1,2025-04-28 10:58:51,R_8m2n707KhaKqNAa,EN,1,8,3,,2,,2,6,,18.985,19.376,23.853,2,overall returns over time,Depending on how reliable their trades were over time,It was fun and easy to understand,5,none,Thank you,39,2,7,2,2,1.126,8.926,9.501,8,680fb1ccd34893bb9a111a17,1,775,2500,3275,,"[""Trader D"",""Trader E"",""Trader A"",""Trader B"",""Trader C""]",0.001,1.0,1.50,200,10,1,False,False,67bdd0717e54c71581a37057,False,rank_5,5.0,6.0,0.0,3.0,5.0,2.0,-2.14,1.8,19625.0,path20,-2.14,5,1,3,2.0,0,4,3
680fb1ccd34893bb9a111a17,5d8e154af2858200171fdb95,2025-04-28T16:50:24.078000Z,2025-04-28T16:58:47.955000Z,2025-04-29T13:58:50.461000Z,2025-04-28T16:58:49.535616Z,504,CGX67X8D,3307,"AJ Bell Youinvest, Hargreaves Lansdown","ETF or ETC, Government Bonds, Stock Market, Options, Private Equity fund, Crowdfunding",39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,1,0,1,9.0,regular,8,2195.0,-305.0,-12.2,20905.0,-1595.0,0.0,CRRA_1,[],[],2,path20,0.0,0.0,2025-04-28 10:50:28,2025-04-28 10:58:45,497,1,2025-04-28 10:58:51,R_8m2n707KhaKqNAa,EN,1,8,3,,2,,2,6,,18.985,19.376,23.853,2,overall returns over time,Depending on how reliable their trades were over time,It was fun and easy to understand,5,none,Thank you,39,2,7,2,2,1.126,8.926,9.501,8,680fb1ccd34893bb9a111a17,1,775,2500,3275,,"[""Trader D"",""Trader E"",""Trader A"",""Trader B"",""Trader C""]",0.001,1.0,1.50,200,10,1,False,False,67bdd0717e54c71581a37057,False,rank_2,2.0,1.0,0.0,3.0,3.0,0.0,-4.33,22.6,21635.0,path21,-4.33,2,4,3,0.0,1,4,4
680fb1ccd34893bb9a111a17,5d8e154af2858200171fdb95,2025-04-28T16:50:24.078000Z,2025-04-28T16:58:47.955000Z,2025-04-29T13:58:50.461000Z,2025-04-28T16:58:49.535616Z,504,CGX67X8D,3307,"AJ Bell Youinvest, Hargreaves Lansdown","ETF or ETC, Government Bonds, Stock Market, Options, Private Equity fund, Crowdfunding",39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,1,0,1,10.0,regular,9,3275.0,775.0,31.0,24180.0,-820.0,0.0,CRRA_1,[],[],2,path21,0.0,0.0,2025-04-28 10:50:28,2025-04-28 10:58:45,497,1,2025-04-28 10:58:51,R_8m2n707KhaKqNAa,EN,1,8,3,,2,,2,6,,18.985,19.376,23.853,2,overall returns over time,Depending on how reliable their trades were over time,It was fun and easy to understand,5,none,Thank you,39,2,7,2,2,1.126,8.926,9.501,8,680fb1ccd34893bb9a111a17,1,775,2500,3275,,"[""Trader D"",""Trader E"",""Trader A"",""Trader B"",""Trader C""]",0.001,1.0,1.50,200,10,1,False,False,67bdd0717e54c71581a37057,False,rank_3,3.0,1.0,0.0,3.0,3.0,0.0,-5.2,-12.2,23830.0,path22,-5.2,3,3,3,0.0,0,4,4
